Text	POS	Dep	Head
ont	AUX	aux:tense	fait
fait	VERB	conj	devenus
des	DET	det	ouvriers
ouvriers	NOUN	obj	fait
d'	ADP	case	usine
usine	NOUN	nmod	ouvriers
.	PUNCT	punct	prouve
Kelvin	PROPN	ROOT	Kelvin
-	PROPN	ROOT	-
Dock	PROPN	ROOT	Dock
est	AUX	aux:pass	situé
situé	VERB	ROOT	situé
à	ADP	case	minutes
quelques	DET	det	minutes
minutes	NOUN	obl:arg	situé
de	ADP	case	ville
la	DET	det	ville
ville	NOUN	nmod	minutes
,	PUNCT	punct	situé
sur	ADP	case	rive
la	DET	det	rive
rive	NOUN	obl:mod	situé
droite	NOUN	nmod	rive
de	ADP	case	Clyde
la	DET	det	Clyde
Clyde	PROPN	nmod	rive
;	PUNCT	punct	situé
bientôt	ADV	advmod	envahis
ses	DET	det	immenses
immenses	NOUN	nsubj:pass	envahis
chantiers	NOUN	amod	immenses
furent	AUX	aux:pass	envahis
envahis	VERB	ROOT	envahis
par	ADP	case	curieux
les	DET	det	curieux
curieux	NOUN	obl:agent	envahis
;	PUNCT	punct	envahis
pas	ADV	advmod	bout
un	DET	det	bout
bout	NOUN	ROOT	bout
de	ADP	case	quai
quai	NOUN	nmod	bout
,	PUNCT	punct	bout
pas	ADV	advmod	mur
un	DET	det	mur
mur	NOUN	nmod	bout
de	ADP	case	wharf
wharf	NOUN	nmod	mur
,	PUNCT	punct	mur
pas	ADV	advmod	toit
un	DET	det	toit
toit	NOUN	appos	mur
de	ADP	case	magasin
magasin	PRON	nmod	toit
qui	PRON	nsubj	offrît
offrît	VERB	acl:relcl	toit
une	DET	det	place
place	NOUN	obj	offrît
inoccupée	ADJ	amod	place
;	PUNCT	punct	bout
la	DET	det	rivière
rivière	NOUN	nsubj:pass	sillonnée
elle-même	PRON	nmod	rivière
était	AUX	aux:pass	sillonnée
sillonnée	VERB	ROOT	sillonnée
d'	ADP	case	embarcations
embarcations	NOUN	obl:arg	sillonnée
,	PUNCT	punct	sillonnée
et	CCONJ	cc	fourmillaient
,	PUNCT	punct	fourmillaient
sur	ADP	case	rive
la	DET	det	rive
rive	NOUN	obl:mod	fourmillaient
gauche	ADJ	amod	rive
,	PUNCT	punct	fourmillaient
les	DET	det	hauteurs
hauteurs	NOUN	nsubj	fourmillaient
de	ADP	case	Govan
Govan	PROPN	nmod	hauteurs
fourmillaient	ADV	conj	sillonnée
de	ADP	case	spectateurs
spectateurs	NOUN	dep	fourmillaient
.	PUNCT	punct	sillonnée
Il	PRON	expl:subj	agissait
ne	ADV	advmod	agissait
s'	PRON	expl:comp	agissait
agissait	VERB	ROOT	agissait
pas	ADV	advmod	agissait
,	PUNCT	punct	agissait
cependant	ADV	advmod	agissait
,	PUNCT	punct	cérémonie
d'	ADP	case	cérémonie
une	DET	det	cérémonie
cérémonie	NOUN	obj	agissait
extraordinaire	ADJ	amod	cérémonie
,	PUNCT	punct	agissait
mais	CCONJ	cc	simplement
tout	ADV	advmod	simplement
simplement	ADV	conj	agissait
de	ADP	case	mise
la	DET	det	mise
mise	NOUN	dep	simplement
à	ADP	case	flot
flot	NOUN	nmod	mise
d'	ADP	case	navire
un	DET	det	navire
navire	NOUN	nmod	mise
.	PUNCT	punct	agissait
Le	DET	det	public
public	NOUN	nsubj	pouvait
de	ADP	case	Glasgow
Glasgow	PROPN	nmod	public
ne	ADV	advmod	pouvait
pouvait	VERB	ROOT	pouvait
manquer	VERB	xcomp	pouvait
d'	ADP	mark	blasé
être	AUX	aux:pass	blasé
fort	ADV	advmod	blasé
blasé	VERB	xcomp	manquer
sur	ADP	case	incidents
les	DET	det	incidents
incidents	NOUN	obl:arg	blasé
d'	ADP	case	opération
une	DET	det	opération
pareille	NOUN	amod	opération
opération	NOUN	nmod	incidents
.	PUNCT	punct	pouvait
Le	DET	det	Delphin
Delphin	PROPN	ROOT	Delphin
--	PUNCT	punct	nom
c'	PRON	nsubj	nom
était	AUX	cop	nom
le	DET	det	nom
nom	NOUN	ROOT	nom
du	ADP	case	bâtiment
bâtiment	NOUN	nmod	nom
construit	ADJ	amod	bâtiment
par	ADP	case	MM.
MM.	NOUN	nmod	nom
Tod	PROPN	flat:name	MM.
et	CCONJ	cc	Mac
Mac	PROPN	conj	nom
Grégor	PROPN	ROOT	Grégor
--	PUNCT	nsubj	offrait
offrait	VERB	ROOT	offrait
-il	PRON	dep	offrait
donc	ADV	advmod	offrait
quelque	DET	det	particularité
particularité	NOUN	obj	offrait
?	PUNCT	punct	offrait
Non	ADV	ROOT	Non
,	PUNCT	punct	Non
à	ADP	mark	dire
vrai	PRON	mark	dire
dire	VERB	advcl	Non
.	PUNCT	punct	Non
C'	PRON	nsubj	navire
était	AUX	cop	navire
un	DET	det	navire
grand	ADJ	amod	navire
navire	NOUN	ROOT	navire
de	ADP	case	cents
quinze	NUM	nummod	cents
cents	NOUN	nmod	navire
tonneaux	ADJ	amod	cents
,	PUNCT	punct	cents
en	ADP	case	tôle
tôle	NOUN	nmod	navire
d'	ADP	case	acier
acier	NOUN	nmod	tôle
,	PUNCT	punct	navire
et	CCONJ	cc	combiné
dans	ADP	case	lequel
lequel	PRON	obl:mod	combiné
tout	PRON	nsubj:pass	combiné
avait	AUX	aux:tense	combiné
été	AUX	aux:pass	combiné
combiné	VERB	conj	navire
pour	ADP	mark	obtenir
obtenir	VERB	advcl	combiné
une	DET	det	marche
marche	NOUN	obj	obtenir
supérieure	ADJ	amod	marche
.	PUNCT	punct	navire
Sa	DET	det	machine
machine	NOUN	nsubj	haute
,	PUNCT	punct	machine
sortie	NOUN	acl	machine
des	ADP	case	ateliers
ateliers	NOUN	nmod	sortie
de	ADP	case	Lancefield
Lancefield	PROPN	nmod	ateliers
-	PROPN	nmod	ateliers
Forge	PROPN	nmod	ateliers
,	PUNCT	punct	machine
était	AUX	cop	haute
à	ADP	case	haute
haute	NOUN	ROOT	haute
pression	NOUN	amod	haute
,	PUNCT	punct	haute
et	CCONJ	cc	possédait
possédait	VERB	conj	haute
une	DET	det	force
force	NOUN	obj	possédait
effective	ADJ	amod	force
de	ADP	case	cents
cinq	NUM	nummod	cents
cents	NOUN	nmod	force
chevaux	ADJ	amod	cents
.	PUNCT	punct	haute
Elle	PRON	nsubj	mettait
mettait	VERB	ROOT	mettait
en	ADP	case	mouvement
mouvement	NOUN	obl:mod	mettait
deux	NUM	nummod	hélices
hélices	NOUN	obj	mettait
jumelles	ADJ	amod	hélices
,	PUNCT	punct	hélices
situées	VERB	acl	hélices
de	ADP	case	côté
chaque	DET	det	côté
côté	NOUN	obl:mod	situées
de	ADP	case	étambot
l'	DET	det	étambot
étambot	NOUN	nmod	côté
,	PUNCT	punct	hélices
dans	ADP	case	parties
les	DET	det	parties
parties	NOUN	obl:mod	mettait
fines	ADJ	amod	parties
de	ADP	case	arrière
l'	DET	det	arrière
arrière	NOUN	nmod	parties
,	PUNCT	punct	mettait
et	CCONJ	cc	indépendantes
complètement	ADV	advmod	indépendantes
indépendantes	VERB	conj	mettait
l'	DET	det	une
une	PRON	obj	indépendantes
de	ADP	case	autre
l'	DET	det	autre
autre	NOUN	nmod	une
--	PUNCT	punct	application
application	NOUN	ROOT	application
toute	ADJ	det	nouvelle
nouvelle	NOUN	nmod	application
du	ADP	case	système
système	NOUN	nmod	application
de	ADP	case	MM.
MM.	NOUN	nmod	système
Dudgeon	PROPN	nmod	système
de	ADP	case	Millwal
Millwal	PROPN	nmod	Dudgeon
,	PUNCT	punct	système
qui	PRON	nsubj	donne
donne	VERB	acl:relcl	système
une	DET	det	vitesse
grande	ADJ	amod	vitesse
vitesse	NOUN	obj	donne
aux	ADP	case	navires
navires	NOUN	nmod	vitesse
et	CCONJ	cc	permet
leur	DET	det	permet
permet	NOUN	conj	donne
d'	ADP	mark	évoluer
évoluer	VERB	acl	permet
dans	ADP	case	cercle
un	DET	det	cercle
cercle	NOUN	obl:mod	évoluer
excessivement	ADV	advmod	restreint
restreint	ADJ	acl	cercle
.	PUNCT	punct	application
Quant	ADV	case	tirant
au	ADP	det	tirant
tirant	NOUN	obl:mod	devait
d'	ADP	case	eau
eau	NOUN	nmod	tirant
du	ADP	case	Delphin
Delphin	PROPN	nmod	eau
,	PUNCT	punct	devait
il	PRON	nsubj	devait
devait	VERB	ROOT	devait
être	AUX	cop	considérable
peu	ADV	advmod	considérable
considérable	ADJ	xcomp	devait
.	PUNCT	punct	devait
Les	DET	det	connaisseurs
connaisseurs	NOUN	nsubj	s'
ne	ADV	advmod	s'
s'	PRON	ROOT	s'
y	PRON	fixed	s'
trompaient	ADV	advmod	y
pas	ADV	advmod	y
,	PUNCT	punct	s'
et	CCONJ	cc	concluaient
ils	PRON	nsubj	concluaient
en	PRON	case	concluaient
concluaient	ADV	conj	s'
avec	ADP	case	raison
raison	NOUN	obl:mod	s'
que	SCONJ	mark	destiné
ce	DET	det	navire
navire	NOUN	nsubj:pass	destiné
était	AUX	aux:pass	destiné
destiné	VERB	ccomp	s'
à	ADP	mark	fréquenter
fréquenter	VERB	xcomp	destiné
les	DET	det	passes
passes	NOUN	obj	fréquenter
d'	ADP	case	moyenne
une	DET	det	moyenne
moyenne	NOUN	nmod	passes
profondeur	ADJ	amod	moyenne
.	PUNCT	punct	s'
Mais	CCONJ	cc	pouvaient
enfin	ADV	advmod	pouvaient
toutes	ADJ	amod	particularités
ces	DET	det	particularités
particularités	NOUN	nsubj	pouvaient
ne	ADV	advmod	pouvaient
pouvaient	VERB	ROOT	pouvaient
justifier	VERB	xcomp	pouvaient
en	ADP	case	façon
aucune	DET	det	façon
façon	NOUN	obl:mod	justifier
l'	DET	det	empressement
empressement	NOUN	nmod	façon
public	ADJ	amod	empressement
.	PUNCT	punct	pouvaient
En	ADP	case	somme
somme	NOUN	obl:mod	avait
,	PUNCT	punct	avait
le	DET	det	Delphin
Delphin	PROPN	nsubj	avait
n'	ADV	advmod	avait
avait	VERB	ROOT	avait
rien	PRON	obj	avait
de	ADP	case	plus
plus	ADV	nmod	rien
,	PUNCT	punct	rien
rien	PRON	appos	rien
de	ADP	case	navire
moins	ADV	fixed	de
qu'	SCONJ	fixed	de
un	DET	det	navire
autre	ADJ	amod	navire
navire	NOUN	nmod	rien
.	PUNCT	punct	avait
Son	DET	det	lancement
lancement	NOUN	nsubj	présentait
présentait	VERB	ROOT	présentait
-il	PRON	dep	présentait
donc	ADV	advmod	présentait
quelque	ADV	advmod	difficulté
difficulté	VERB	xcomp	présentait
mécanique	NOUN	xcomp	difficulté
à	ADP	case	surmonter
surmonter	VERB	xcomp	difficulté
?	PUNCT	punct	présentait
Pas	ADV	advmod	davantage
davantage	ADV	ROOT	davantage
.	PUNCT	punct	davantage
La	DET	det	Clyde
Clyde	PROPN	nsubj	reçu
avait	AUX	aux:tense	reçu
déjà	ADV	advmod	reçu
reçu	VERB	ROOT	reçu
dans	ADP	case	eaux
ses	DET	det	eaux
eaux	NOUN	obl:arg	reçu
maint	VERB	advmod	reçu
bâtiment	NOUN	obj	maint
d'	ADP	case	tonnage
un	DET	det	tonnage
tonnage	NOUN	obl:arg	maint
plus	ADV	advmod	considérable
considérable	ADJ	amod	tonnage
,	PUNCT	punct	maint
et	CCONJ	cc	mise
la	DET	det	mise
mise	NOUN	nsubj	devait
à	ADP	case	flot
flot	PROPN	nmod	mise
du	ADP	case	Delphin
Delphin	PROPN	nmod	mise
devait	VERB	advcl	reçu
s'	PRON	expl:comp	opérer
opérer	VERB	xcomp	devait
de	ADP	case	façon
la	DET	det	façon
façon	NOUN	obl:mod	opérer
la	DET	det	ordinaire
plus	ADV	advmod	ordinaire
ordinaire	ADJ	amod	façon
.	PUNCT	punct	reçu
En	ADP	case	effet
effet	NOUN	obl:mod	commencèrent
,	PUNCT	punct	commencèrent
quand	SCONJ	mark	étale
la	DET	det	étale
mer	AUX	dep	étale
fut	AUX	aux:pass	étale
étale	VERB	advcl	commencèrent
,	PUNCT	punct	étale
au	ADP	case	moment
moment	NOUN	obl:mod	étale
où	PRON	iobj	sentir
le	DET	det	jusant
jusant	NOUN	nsubj	sentir
se	PRON	obj	sentir
faisait	VERB	dep	sentir
sentir	VERB	acl:relcl	moment
,	PUNCT	punct	commencèrent
les	DET	det	manoeuvres
manoeuvres	NOUN	nsubj	commencèrent
commencèrent	NOUN	ROOT	commencèrent
;	PUNCT	punct	commencèrent
les	DET	det	coups
coups	NOUN	nsubj	retentirent
de	ADP	case	maillet
maillet	ADJ	nmod	coups
retentirent	VERB	ROOT	retentirent
avec	ADP	case	ensemble
un	DET	det	ensemble
ensemble	NOUN	obl:mod	retentirent
parfait	VERB	acl	ensemble
sur	ADP	case	coins
les	DET	det	coins
coins	NOUN	obl:arg	parfait
destinés	VERB	acl	coins
à	ADP	mark	soulever
soulever	VERB	xcomp	destinés
la	DET	det	quille
quille	NOUN	obj	soulever
du	ADP	case	navire
navire	NOUN	nmod	quille
.	PUNCT	punct	retentirent
Bientôt	ADV	advmod	tressaillement
un	DET	det	tressaillement
tressaillement	NOUN	ROOT	tressaillement
courut	ADJ	amod	tressaillement
dans	ADP	case	massive
toute	ADJ	amod	massive
la	DET	det	massive
massive	NOUN	nmod	tressaillement
construction	NOUN	nmod	massive
;	PUNCT	punct	tressaillement
si	SCONJ	mark	soulevée
peu	ADV	fixed	si
qu'	SCONJ	mark	soulevée
elle	PRON	nsubj:pass	soulevée
eût	ADV	advmod	soulevée
été	AUX	aux:pass	soulevée
soulevée	VERB	advcl	sentit
,	PUNCT	punct	sentit
on	PRON	nsubj	sentit
sentit	ADJ	ROOT	sentit
qu'	SCONJ	mark	ébranlait
elle	PRON	nsubj	ébranlait
s'	PRON	expl:comp	ébranlait
ébranlait	VERB	ccomp	sentit
;	PUNCT	punct	sentit
le	DET	det	glissement
glissement	NOUN	nsubj	détermina
se	PRON	expl:pass	détermina
détermina	VERB	ROOT	détermina
,	PUNCT	punct	accéléra
s'	PRON	expl:comp	accéléra
accéléra	NOUN	conj	détermina
,	PUNCT	punct	accéléra
et	CCONJ	cc	Delphin
,	PUNCT	punct	Delphin
en	ADP	case	instants
quelques	DET	det	instants
instants	NOUN	nmod	Delphin
,	PUNCT	punct	Delphin
le	DET	det	Delphin
Delphin	PROPN	conj	accéléra
,	PUNCT	punct	accéléra
abandonnant	VERB	acl	accéléra
la	DET	det	cale
cale	NOUN	obj	abandonnant
soigneusement	ADV	advmod	suiffée
suiffée	ADJ	advmod	abandonnant
,	PUNCT	punct	plongea
se	PRON	expl:pass	plongea
plongea	VERB	conj	détermina
dans	ADP	case	Clyde
la	DET	det	Clyde
Clyde	NOUN	obl:arg	plongea
au	ADP	case	milieu
milieu	NOUN	obl:arg	plongea
d'	ADP	case	volutes
épaisses	ADJ	amod	volutes
volutes	NOUN	nmod	milieu
de	ADP	case	vapeurs
vapeurs	NOUN	nmod	volutes
blanches	ADJ	amod	vapeurs
.	PUNCT	punct	détermina
Son	DET	det	arrière
arrière	NOUN	nsubj:pass	briser
buta	ADJ	amod	arrière
contre	ADP	case	fond
le	DET	det	fond
fond	NOUN	nmod	arrière
de	ADP	case	vase
vase	NOUN	nmod	fond
de	ADP	case	rivière
la	DET	det	rivière
rivière	NOUN	nmod	fond
,	PUNCT	punct	arrière
puis	CCONJ	cc	releva
il	PRON	expl:subj	releva
se	PRON	expl:comp	releva
releva	VERB	conj	arrière
sur	ADP	case	dos
le	DET	det	dos
dos	NOUN	obl:arg	releva
d'	ADP	case	vague
une	DET	det	vague
vague	NOUN	nmod	dos
géante	ADJ	amod	vague
,	PUNCT	punct	releva
et	CCONJ	cc	magnifique
le	DET	det	magnifique
magnifique	NOUN	conj	releva
steamer	VERB	amod	magnifique
,	PUNCT	punct	emporté
emporté	VERB	conj	magnifique
par	ADP	case	élan
son	DET	det	élan
élan	NOUN	obl:agent	emporté
,	PUNCT	punct	briser
aurait	AUX	aux:tense	briser
été	AUX	aux:pass	briser
se	PRON	expl:comp	briser
briser	VERB	advcl	enrayé
sur	ADP	case	quais
les	DET	det	quais
quais	NOUN	obl:mod	briser
des	DET	det	chantiers
chantiers	NOUN	obj	briser
de	ADP	case	Govan
Govan	PROPN	nmod	chantiers
,	PUNCT	punct	briser
si	SCONJ	case	ancres
toutes	ADJ	amod	ancres
ses	DET	det	ancres
ancres	NOUN	obl:mod	briser
,	PUNCT	punct	ancres
mouillant	VERB	acl	ancres
à	ADP	case	fois
la	DET	det	fois
fois	NOUN	obl:arg	mouillant
avec	ADP	case	bruit
un	DET	det	bruit
bruit	NOUN	obl:mod	briser
formidable	ADJ	amod	bruit
,	PUNCT	punct	enrayé
n'	ADV	advmod	enrayé
eussent	VERB	aux:tense	enrayé
enrayé	VERB	ROOT	enrayé
sa	DET	det	course
course	NOUN	obj	enrayé
.	PUNCT	punct	enrayé
Le	DET	det	lancement
lancement	NOUN	nsubj	réussi
avait	AUX	aux:tense	réussi
parfaitement	ADV	advmod	réussi
réussi	ADV	ROOT	réussi
.	PUNCT	punct	réussi
Le	DET	det	Delphin
Delphin	PROPN	nsubj	balançait
se	PRON	expl:comp	balançait
balançait	VERB	ROOT	balançait
tranquillement	ADV	advmod	balançait
sur	ADP	case	eaux
les	DET	det	eaux
eaux	NOUN	obl:arg	tranquillement
de	ADP	case	Clyde
la	DET	det	Clyde
Clyde	PROPN	nmod	eaux
.	PUNCT	punct	balançait
Tous	ADJ	amod	spectateurs
les	DET	det	spectateurs
spectateurs	NOUN	nsubj	battirent
battirent	NOUN	ROOT	battirent
des	ADP	case	mains
mains	NOUN	obl:arg	battirent
,	PUNCT	punct	battirent
quand	SCONJ	mark	prit
il	PRON	nsubj	prit
prit	VERB	advcl	élevèrent
possession	NOUN	obj	prit
de	ADP	case	élément
son	DET	det	élément
élément	NOUN	obl:arg	possession
naturel	ADJ	amod	élément
,	PUNCT	punct	prit
et	CCONJ	cc	hurrahs
des	ADP	case	hurrahs
hurrahs	NOUN	nsubj	élevèrent
immenses	NOUN	amod	hurrahs
s'	PRON	expl:comp	élevèrent
élevèrent	VERB	advcl	battirent
sur	ADP	case	rives
les	DET	det	rives
deux	NUM	nummod	rives
rives	NOUN	obl:arg	élevèrent
.	PUNCT	punct	battirent
Mais	CCONJ	cc	cris
pourquoi	ADV	advmod	cris
ces	DET	det	cris
cris	NOUN	ROOT	cris
et	CCONJ	cc	applaudissements
ces	DET	det	applaudissements
applaudissements	NOUN	conj	cris
?	PUNCT	punct	cris
Sans	ADP	case	doute
doute	NOUN	obl:mod	passionnés
les	DET	det	passionnés
plus	ADV	advmod	passionnés
passionnés	ADJ	ROOT	passionnés
des	ADP	case	spectateurs
spectateurs	NOUN	nmod	passionnés
auraient	AUX	aux:tense	empêchés
été	AUX	aux:pass	empêchés
fort	ADV	advmod	empêchés
empêchés	VERB	ROOT	empêchés
d'	ADP	mark	expliquer
expliquer	VERB	xcomp	empêchés
leur	DET	det	enthousiasme
enthousiasme	NOUN	obj	expliquer
.	PUNCT	punct	empêchés
D'	ADP	mark	venait
où	PRON	iobj	venait
venait	VERB	ROOT	venait
donc	ADV	advmod	venait
l'	DET	det	intérêt
intérêt	NOUN	obj	venait
tout	ADV	advmod	excité
particulier	ADJ	amod	excité
excité	NOUN	nmod	intérêt
par	ADP	case	navire
ce	DET	det	navire
navire	NOUN	nmod	intérêt
?	PUNCT	punct	venait
Du	ADP	case	mystère
mystère	NOUN	ROOT	mystère
qui	PRON	nsubj	couvrait
couvrait	VERB	acl:relcl	mystère
sa	DET	det	destination
destination	NOUN	obj	couvrait
,	PUNCT	punct	mystère
tout	ADV	advmod	simplement
simplement	ADV	conj	mystère
.	PUNCT	punct	mystère
On	PRON	nsubj	savait
ne	ADV	advmod	savait
savait	VERB	ROOT	savait
à	ADP	case	genre
quel	DET	det	genre
genre	NOUN	obl:arg	savait
de	ADP	case	commerce
commerce	NOUN	nmod	genre
il	PRON	nsubj	allait
allait	VERB	conj	savait
se	PRON	expl:comp	livrer
livrer	VERB	xcomp	allait
,	PUNCT	punct	allait
et	CCONJ	cc	interrogeant
,	PUNCT	punct	interrogeant
en	ADP	mark	interrogeant
interrogeant	VERB	conj	allait
les	DET	det	groupes
divers	ADJ	amod	groupes
groupes	NOUN	obj	interrogeant
de	ADP	case	curieux
curieux	ADJ	nmod	groupes
,	PUNCT	punct	étonné
on	PRON	nsubj	étonné
se	PRON	expl:comp	étonné
fût	AUX	aux:tense	étonné
étonné	VERB	acl:relcl	groupes
à	ADP	case	droit
bon	ADJ	amod	droit
droit	NOUN	obl:arg	étonné
de	ADP	case	diversité
la	DET	det	diversité
diversité	NOUN	nmod	droit
des	ADP	case	opinions
opinions	NOUN	nmod	diversité
émises	ADJ	amod	opinions
sur	ADP	case	sujet
ce	DET	det	sujet
grave	ADJ	amod	sujet
sujet	NOUN	nmod	opinions
.	PUNCT	punct	savait
Cependant	ADV	advmod	informés
les	DET	det	informés
mieux	ADV	advmod	informés
informés	VERB	ROOT	informés
,	PUNCT	punct	informés
ou	CCONJ	cc	ceux
ceux	PRON	conj	informés
qui	PRON	nsubj	prétendaient
se	PRON	expl:comp	prétendaient
prétendaient	VERB	acl:relcl	ceux
tels	ADJ	advmod	prétendaient
,	PUNCT	punct	accordaient
s'	PRON	expl:comp	accordaient
accordaient	VERB	conj	informés
à	ADP	mark	reconnaître
reconnaître	VERB	xcomp	accordaient
que	SCONJ	mark	jouer
ce	DET	det	steamer
steamer	VERB	nsubj	jouer
allait	VERB	advmod	steamer
jouer	VERB	ccomp	reconnaître
un	DET	det	rôle
rôle	NOUN	obj	jouer
dans	ADP	case	guerre
cette	DET	det	guerre
guerre	NOUN	obl:mod	jouer
terrible	ADJ	amod	guerre
qui	PRON	nsubj	décimait
décimait	VERB	acl:relcl	guerre
alors	ADV	advmod	décimait
les	DET	det	Etats-Unis
Etats-Unis	NOUN	obj	décimait
d'	ADP	case	Amérique
Amérique	PROPN	nmod	Etats-Unis
.	PUNCT	punct	informés
Mais	CCONJ	cc	savaient
