Text	POS	Dep	Head
Que	PRON	obj	devaient
devaient	VERB	ROOT	devaient
-ils	PRON	nsubj	devaient
penser	VERB	advmod	devaient
,	PUNCT	punct	devaient
sinon	ADV	dep	devaient
qu'	SCONJ	obj	affaire
ils	PRON	nsubj	avaient
avaient	AUX	aux:tense	affaire
affaire	NOUN	ccomp	sinon
à	ADP	case	race
cette	DET	det	race
race	NOUN	obl:mod	affaire
de	ADP	case	gens
gens	NOUN	nmod	race
peu	ADV	advmod	scrupuleux
scrupuleux	ADJ	amod	affaire
,	PUNCT	punct	sinon
qui	PRON	nsubj	hésitent
n'	ADV	advmod	hésitent
hésitent	VERB	acl:relcl	sinon
point	VERB	xcomp	hésitent
à	ADP	mark	dépouiller
dépouiller	VERB	xcomp	hésitent
les	DET	det	gens
gens	NOUN	obj	dépouiller
attardés	VERB	acl	gens
au	ADP	case	fond
fond	NOUN	obl:arg	attardés
des	ADP	case	bois
bois	NOUN	nmod	fond
?	PUNCT	punct	devaient
Il	PRON	expl:subj	en
n'	ADV	advmod	en
en	PRON	ROOT	en
fut	AUX	cop	rien
rien	PRON	ccomp	en
,	PUNCT	punct	en
cependant	ADV	advmod	en
.	PUNCT	punct	en
On	PRON	nsubj	fouilla
ne	ADV	advmod	fouilla
les	DET	obj	fouilla
fouilla	VERB	ROOT	fouilla
même	ADV	advmod	fouilla
pas	ADV	advmod	fouilla
,	PUNCT	punct	fouilla
bien	ADV	advmod	eut
que	SCONJ	fixed	bien
Uncle	PROPN	dep	bien
Prudent	PROPN	flat:name	Uncle
eut	VERB	advcl	fouilla
toujours	ADV	advmod	eut
sur	ADP	case	lui
lui	PRON	obl:arg	eut
,	PUNCT	punct	eut
suivant	VERB	advcl	eut
son	DET	det	habitude
habitude	NOUN	obj	suivant
,	PUNCT	punct	papier
quelques	DET	det	milliers
milliers	NOUN	nsubj	papier
de	ADP	case	dollars
dollars	NOUN	nmod	milliers
-	NOUN	nmod	milliers
papier	NOUN	obl:mod	eut
.	PUNCT	punct	fouilla
Bref	ADV	advmod	échangé
,	PUNCT	punct	minute
une	DET	det	minute
minute	NOUN	obl:mod	échangé
après	ADP	case	agression
cette	DET	det	agression
agression	NOUN	nmod	minute
,	PUNCT	punct	minute
sans	ADP	mark	échangé
qu'	SCONJ	mark	échangé
aucun	DET	det	mot
mot	NOUN	nsubj:pass	échangé
eût	AUX	iobj	échangé
été	AUX	aux:pass	échangé
échangé	VERB	ROOT	échangé
entre	ADP	case	agresseurs
les	DET	det	agresseurs
agresseurs	NOUN	obl:mod	échangé
,	PUNCT	punct	échangé
Uncle	PROPN	nsubj	sentaient
Prudent	PROPN	flat:name	Uncle
,	PUNCT	punct	Uncle
Phil	PROPN	nmod	Uncle
Evans	PROPN	flat:name	Uncle
et	CCONJ	cc	Frycollin
Frycollin	PROPN	conj	Evans
sentaient	VERB	advcl	échangé
qu'	SCONJ	mark	déposait
on	PRON	nsubj	déposait
les	PRON	obj	déposait
déposait	VERB	ccomp	sentaient
doucement	ADV	advmod	déposait
,	PUNCT	punct	déposait
non	ADV	advmod	herbe
sur	ADP	case	herbe
l'	DET	det	herbe
herbe	NOUN	obl:mod	déposait
de	ADP	case	clairière
la	DET	det	clairière
clairière	NOUN	nmod	herbe
,	PUNCT	punct	déposait
mais	CCONJ	cc	sorte
sur	ADP	case	sorte
une	DET	det	sorte
sorte	NOUN	conj	déposait
de	ADP	case	plancher
plancher	NOUN	nmod	sorte
que	SCONJ	mark	gémir
leur	DET	det	poids
poids	NOUN	nsubj	gémir
fit	VERB	dep	gémir
gémir	NOUN	dep	sorte
.	PUNCT	punct	échangé
Là	ADV	advmod	accotés
,	PUNCT	punct	accotés
ils	PRON	nsubj:pass	accotés
furent	AUX	aux:tense	accotés
accotés	VERB	ROOT	accotés
l'	DET	det	un
un	PRON	obj	accotés
près	ADV	advmod	autre
de	ADP	case	autre
l'	DET	det	autre
autre	PRON	nmod	un
.	PUNCT	punct	accotés
Une	DET	det	porte
porte	VERB	ROOT	porte
se	PRON	expl:pass	referma
referma	VERB	xcomp	porte
sur	ADP	case	eux
eux	PRON	obl:mod	referma
.	PUNCT	punct	porte
Puis	CCONJ	cc	apprit
,	PUNCT	punct	apprit
le	DET	det	grincement
grincement	NOUN	nsubj	apprit
d'	ADP	case	pêne
un	DET	det	pêne
pêne	NOUN	nmod	grincement
dans	ADP	case	gâche
une	DET	det	gâche
gâche	NOUN	dep	grincement
leur	DET	det	apprit
apprit	NOUN	ROOT	apprit
qu'	SCONJ	mark	prisonniers
ils	PRON	nsubj	prisonniers
étaient	AUX	cop	prisonniers
prisonniers	ADJ	ccomp	apprit
.	PUNCT	punct	apprit
Il	PRON	expl:subj	fit
se	PRON	expl:comp	fit
fit	VERB	ROOT	fit
alors	ADV	advmod	fit
un	DET	det	bruissement
bruissement	NOUN	obj	fit
continu	ADJ	amod	bruissement
,	PUNCT	punct	bruissement
comme	ADP	case	frémissement
un	DET	det	frémissement
frémissement	NOUN	advmod	fit
,	PUNCT	punct	frrrr
un	DET	det	frrrr
frrrr	NOUN	conj	frémissement
,	PUNCT	punct	frrrr
dont	PRON	dep	prolongeaient
les	DET	det	rrr
rrr	NOUN	nsubj	prolongeaient
se	PRON	expl:comp	prolongeaient
prolongeaient	VERB	acl:relcl	frrrr
à	ADP	case	infini
l'	DET	det	infini
infini	NOUN	obl:arg	prolongeaient
,	PUNCT	punct	fit
sans	ADP	case	bruit
qu'	SCONJ	mark	bruit
aucun	DET	det	bruit
autre	ADJ	amod	bruit
bruit	NOUN	obl:mod	fit
fût	AUX	nmod	perceptible
perceptible	ADJ	acl:relcl	bruit
au	ADP	case	milieu
milieu	NOUN	nmod	perceptible
de	ADP	case	nuit
cette	DET	det	nuit
nuit	NOUN	nmod	milieu
si	SCONJ	case	calme
calme	PROPN	nmod	nuit
.	PUNCT	punct	fit
.................................	PUNCT	ROOT	.................................
Quel	DET	det	émoi
émoi	NOUN	ROOT	émoi
,	PUNCT	punct	émoi
le	DET	det	lendemain
lendemain	NOUN	appos	émoi
,	PUNCT	punct	émoi
dans	ADP	case	Philadelphie
Philadelphie	NOUN	ROOT	Philadelphie
!	PUNCT	ROOT	!
Dès	ADP	case	heures
les	DET	det	heures
premières	ADJ	amod	heures
heures	NOUN	obl:mod	savait
,	PUNCT	punct	savait
on	PRON	nsubj	savait
savait	VERB	ROOT	savait
ce	PRON	obj	savait
qui	PRON	nsubj	passé
s'	PRON	expl:comp	passé
était	AUX	aux:tense	passé
passé	VERB	acl:relcl	ce
la	DET	det	veille
veille	NOUN	obl:mod	passé
à	ADP	case	séance
la	DET	det	séance
séance	NOUN	obl:arg	passé
du	ADP	case	Weldon
Weldon	PROPN	nmod	séance
-	PROPN	nmod	séance
Institute	PROPN	nmod	séance
:	PUNCT	punct	séance
l'	DET	det	apparition
apparition	NOUN	appos	séance
d'	ADP	case	mystérieux
un	DET	det	mystérieux
mystérieux	ADJ	amod	personnage
personnage	NOUN	nmod	apparition
,	PUNCT	punct	apparition
un	DET	det	ingénieur
certain	ADJ	amod	ingénieur
ingénieur	NOUN	appos	apparition
nommé	ADJ	amod	ingénieur
Robur	PROPN	nmod	ingénieur
--	PUNCT	ROOT	--
Robur-le-Conquérant	PROPN	ROOT	Robur-le-Conquérant
!	PUNCT	punct	Robur-le-Conquérant
--	PUNCT	punct	lutte
la	DET	det	lutte
lutte	NOUN	ROOT	lutte
qu'	SCONJ	mark	semblait
il	PRON	nsubj	semblait
semblait	VERB	acl:relcl	lutte
vouloir	VERB	xcomp	semblait
engager	VERB	xcomp	vouloir
contre	ADP	case	ballonistes
les	DET	det	ballonistes
ballonistes	NOUN	obl:mod	engager
,	PUNCT	punct	semblait
puis	CCONJ	cc	disparition
sa	DET	det	disparition
disparition	NOUN	conj	semblait
inexplicable	ADJ	amod	disparition
.	PUNCT	punct	lutte
Mais	CCONJ	cc	affaire
ce	PRON	nsubj	affaire
fut	AUX	cop	affaire
bien	ADV	advmod	affaire
une	DET	det	affaire
autre	ADJ	amod	affaire
affaire	NOUN	nsubj	disparu
,	PUNCT	punct	affaire
lorsque	SCONJ	mark	apprit
toute	ADJ	amod	ville
la	DET	det	ville
ville	NOUN	nsubj	apprit
apprit	VERB	advcl	affaire
que	SCONJ	mark	président
le	DET	det	président
président	NOUN	ccomp	apprit
et	CCONJ	cc	secrétaire
le	DET	det	secrétaire
secrétaire	NOUN	conj	président
du	ADP	case	club
club	NOUN	nmod	secrétaire
,	PUNCT	punct	président
eux	PRON	dep	président
aussi	ADV	advmod	eux
,	PUNCT	punct	disparu
avaient	AUX	aux:tense	disparu
disparu	VERB	ROOT	disparu
pendant	ADP	case	nuit
la	DET	det	nuit
nuit	NOUN	obl:mod	disparu
du	ADP	case	12
12	PRON	nmod	nuit
au	ADP	case	13
13	NUM	nmod	12
juin	NOUN	nmod	13
.	PUNCT	punct	disparu
Ce	PRON	ROOT	Ce
que	PRON	dep	fit
l'	PRON	nsubj	fit
on	PRON	nsubj	fit
fit	VERB	acl:relcl	Ce
de	ADP	case	recherches
recherches	NOUN	obl:arg	fit
dans	ADP	case	cité
toute	ADJ	amod	cité
la	DET	det	cité
cité	NOUN	obl:mod	fit
et	CCONJ	cc	environs
aux	ADP	case	environs
environs	NOUN	conj	cité
!	PUNCT	punct	Ce
Inutilement	ADV	ROOT	Inutilement
,	PUNCT	punct	Inutilement
d'	ADP	case	ailleurs
ailleurs	ADV	obl:mod	Inutilement
.	PUNCT	punct	Inutilement
Les	DET	det	feuilles
feuilles	NOUN	nsubj	emparèrent
publiques	ADJ	amod	feuilles
de	ADP	case	Philadelphie
Philadelphie	NOUN	nmod	feuilles
,	PUNCT	punct	feuilles
puis	CCONJ	cc	journaux
les	DET	det	journaux
journaux	NOUN	conj	feuilles
de	ADP	case	Pennsylvanie
la	DET	det	Pennsylvanie
Pennsylvanie	PROPN	nmod	journaux
,	PUNCT	punct	journaux
puis	CCONJ	cc	ceux
ceux	PRON	conj	journaux
de	ADP	case	Amérique
toute	ADJ	amod	Amérique
l'	DET	det	Amérique
Amérique	PROPN	nmod	ceux
,	PUNCT	punct	emparèrent
s'	PRON	expl:comp	emparèrent
emparèrent	VERB	ROOT	emparèrent
du	ADP	case	fait
fait	NOUN	obl:arg	emparèrent
et	CCONJ	cc	expliquèrent
l'	DET	det	expliquèrent
expliquèrent	NOUN	conj	emparèrent
de	ADP	case	façons
cent	NUM	nummod	façons
façons	NOUN	nmod	expliquèrent
,	PUNCT	punct	expliquèrent
dont	PRON	dep	devait
aucune	DET	nsubj	devait
ne	ADV	advmod	devait
devait	VERB	acl:relcl	expliquèrent
être	AUX	cop	vraie
la	DET	det	vraie
vraie	NOUN	xcomp	devait
.	PUNCT	punct	emparèrent
Des	DET	det	sommes
sommes	NOUN	nsubj:pass	promises
considérables	ADJ	amod	sommes
furent	AUX	aux:pass	promises
promises	VERB	ROOT	promises
par	ADP	case	annonces
annonces	NOUN	obl:mod	promises
et	CCONJ	cc	affiches
affiches	NOUN	conj	promises
--	PUNCT	punct	retrouverait
non	ADV	advmod	retrouverait
seulement	ADV	fixed	non
à	ADP	case	qui
qui	PRON	dep	retrouverait
retrouverait	VERB	ROOT	retrouverait
les	DET	det	honorables
honorables	NOUN	obj	retrouverait
disparus	ADJ	amod	honorables
,	PUNCT	punct	honorables
mais	CCONJ	cc	pourrait
à	ADP	case	quiconque
quiconque	PRON	dep	pourrait
pourrait	VERB	conj	honorables
produire	VERB	xcomp	pourrait
quelque	DET	det	indice
indice	NOUN	obj	produire
de	ADP	case	nature
nature	NOUN	nmod	indice
à	ADP	mark	mettre
mettre	VERB	acl	indice
sur	ADP	case	traces
leurs	DET	det	traces
traces	NOUN	obl:arg	mettre
.	PUNCT	punct	retrouverait
Rien	PROPN	nsubj	aboutit
n'	ADV	advmod	aboutit
aboutit	VERB	ROOT	aboutit
.	PUNCT	punct	aboutit
La	DET	det	terre
terre	NOUN	nsubj	entrouverte
se	PRON	expl:comp	entrouverte
serait	AUX	aux:tense	entrouverte
entrouverte	VERB	ROOT	entrouverte
pour	ADP	case	engloutir
les	DET	det	engloutir
engloutir	NOUN	obl:mod	entrouverte
,	PUNCT	punct	entrouverte
que	SCONJ	mark	supprimés
le	DET	det	président
président	NOUN	nsubj	supprimés
et	CCONJ	cc	secrétaire
le	DET	det	secrétaire
secrétaire	NOUN	conj	président
du	ADP	case	Weldon
Weldon	PROPN	nmod	secrétaire
-	PROPN	nmod	président
Institute	PROPN	nmod	président
n'	ADV	advmod	supprimés
auraient	AUX	aux:tense	supprimés
pas	ADV	advmod	supprimés
été	AUX	cop	supprimés
plus	ADV	advmod	supprimés
supprimés	ADJ	ccomp	entrouverte
de	ADP	case	surface
la	DET	det	surface
surface	NOUN	obl:mod	supprimés
du	ADP	case	globe
globe	NOUN	nmod	surface
.	PUNCT	punct	entrouverte
A	NOUN	case	propos
ce	DET	det	propos
propos	NOUN	obl:mod	demandèrent
,	PUNCT	punct	demandèrent
les	DET	det	journaux
journaux	NOUN	nsubj	demandèrent
du	ADP	case	gouvernement
gouvernement	NOUN	nmod	journaux
demandèrent	VERB	ROOT	demandèrent
que	SCONJ	mark	augmenté
le	DET	det	personnel
personnel	NOUN	nsubj	augmenté
de	ADP	case	police
la	DET	det	police
police	NOUN	nmod	personnel
fût	AUX	amod	police
augmenté	VERB	ccomp	demandèrent
dans	ADP	case	proportion
une	DET	det	proportion
forte	ADJ	amod	proportion
proportion	NOUN	obl:arg	augmenté
,	PUNCT	punct	proportion
puisque	SCONJ	advmod	pouvaient
de	DET	case	attentats
pareils	ADJ	amod	attentats
attentats	NOUN	nsubj	pouvaient
pouvaient	ADV	ccomp	augmenté
se	PRON	expl:comp	produire
produire	VERB	xcomp	pouvaient
contre	ADP	case	meilleurs
les	DET	det	meilleurs
meilleurs	NOUN	obl:mod	produire
citoyens	ADJ	amod	meilleurs
des	ADP	case	Etats-Unis
Etats-Unis	NOUN	nmod	meilleurs
--	NOUN	nsubj	pouvaient
et	CCONJ	cc	raison
ils	PRON	nsubj	raison
avaient	AUX	aux:tense	raison
raison	NOUN	conj	pouvaient
...	PUNCT	punct	demandèrent
Il	PRON	advmod	demandèrent
est	VERB	fixed	Il
vrai	ADJ	fixed	Il
,	PUNCT	punct	demandèrent
les	DET	det	journaux
journaux	NOUN	nsubj	demandèrent
de	ADP	case	opposition
l'	DET	det	opposition
opposition	NOUN	nmod	journaux
demandèrent	VERB	ROOT	demandèrent
que	SCONJ	mark	licencié
ce	DET	det	personnel
personnel	NOUN	nsubj	licencié
fût	AUX	aux:tense	licencié
licencié	VERB	ccomp	demandèrent
comme	ADP	case	inutile
inutile	NOUN	xcomp	licencié
,	PUNCT	punct	licencié
puisque	SCONJ	mark	pouvaient
de	DET	case	attentats
pareils	ADJ	amod	attentats
attentats	NOUN	nsubj	pouvaient
pouvaient	ADV	advcl	licencié
se	PRON	expl:comp	produire
produire	VERB	xcomp	pouvaient
,	PUNCT	punct	licencié
sans	ADP	mark	fût
qu'	SCONJ	mark	fût
il	PRON	nsubj	fût
fût	AUX	advcl	licencié
possible	ADJ	obj	fût
d'	ADP	mark	retrouver
en	PRON	iobj	retrouver
retrouver	VERB	acl	fût
les	DET	det	auteurs
auteurs	NOUN	obj	retrouver
--	PUNCT	obj	fût
et	CCONJ	cc	avaient
peut-être	ADV	advmod	avaient
n'	ADV	advmod	avaient
avaient	VERB	conj	fût
-ils	PRON	nsubj	tort
pas	ADV	advmod	tort
tort	ADV	obj	avaient
.	PUNCT	punct	demandèrent
En	ADP	case	somme
somme	NOUN	obl:mod	resta
,	PUNCT	punct	resta
la	DET	det	police
police	NOUN	nsubj	resta
resta	X	ROOT	resta
ce	PRON	ROOT	ce
qu'	PRON	mark	ce
elle	PRON	nsubj	ce
était	AUX	cop	ce
,	PUNCT	punct	ce
ce	PRON	dep	ce
qu'	PRON	obj	sera
elle	PRON	nsubj	sera
sera	VERB	acl:relcl	ce
toujours	ADV	advmod	sera
dans	ADP	case	meilleur
le	DET	det	meilleur
meilleur	NOUN	obl:arg	sera
des	ADP	case	mondes
mondes	NOUN	nmod	meilleur
qui	PRON	nsubj	parfait
n'	ADV	advmod	parfait
est	AUX	aux:pass	parfait
pas	ADV	advmod	parfait
parfait	VERB	acl:relcl	mondes
et	CCONJ	cc	saurait
ne	ADV	advmod	saurait
saurait	VERB	conj	sera
l'	PRON	det	être
être	NOUN	xcomp	saurait
.	PUNCT	punct	ce
V	NOUN	ROOT	V
DANS	ADP	case	LEQUEL
LEQUEL	PRON	obl:mod	CONSENTIE
UNE	DET	det	SUSPENSION
SUSPENSION	NOUN	nsubj:pass	CONSENTIE
D'	ADP	case	HOSTILITES
HOSTILITES	NOUN	nmod	SUSPENSION
EST	AUX	aux:pass	CONSENTIE
CONSENTIE	VERB	ROOT	CONSENTIE
ENTRE	ADP	case	PRESIDENT
LE	DET	det	PRESIDENT
PRESIDENT	NOUN	nmod	CONSENTIE
ET	CCONJ	cc	SECRETAIRE
LE	DET	det	SECRETAIRE
SECRETAIRE	PROPN	conj	PRESIDENT
DU	ADP	case	WELDON
WELDON	PROPN	obl:mod	CONSENTIE
-	PROPN	conj	CONSENTIE
INSTITUTE	PROPN	conj	CONSENTIE
.	PUNCT	punct	CONSENTIE
UN	DET	det	bandeau
bandeau	NOUN	ROOT	bandeau
sur	ADP	case	yeux
les	DET	det	yeux
yeux	NOUN	nmod	bandeau
,	PUNCT	punct	corde
un	DET	det	bâillon
bâillon	NOUN	dep	,
dans	ADP	case	bouche
la	DET	det	bouche
bouche	NOUN	dep	,
,	PUNCT	punct	corde
une	DET	det	corde
corde	NOUN	nsubj	impossible
aux	ADP	case	poignets
poignets	NOUN	nmod	corde
,	PUNCT	punct	corde
une	DET	det	corde
corde	NOUN	conj	corde
aux	ADP	case	pieds
pieds	NOUN	nmod	corde
,	PUNCT	punct	corde
donc	ADV	advmod	impossible
impossible	ADJ	ROOT	impossible
de	ADP	mark	voir
voir	VERB	xcomp	impossible
,	PUNCT	punct	impossible
de	ADP	mark	parler
parler	VERB	xcomp	impossible
,	PUNCT	punct	déplacer
de	ADP	mark	déplacer
se	PRON	expl:comp	déplacer
déplacer	VERB	conj	parler
.	PUNCT	punct	impossible
Cela	PRON	nsubj	fait
n'	ADV	advmod	fait
était	AUX	cop	fait
pas	ADV	advmod	fait
fait	VERB	ROOT	fait
pour	ADP	mark	rendre
rendre	VERB	advcl	fait
plus	ADV	advmod	acceptable
acceptable	VERB	xcomp	rendre
la	DET	det	situation
situation	NOUN	obj	acceptable
de	ADP	case	Uncle
Uncle	PROPN	nmod	situation
Prudent	PROPN	flat:name	Uncle
,	PUNCT	punct	Phil
de	ADP	case	Phil
Phil	PROPN	conj	situation
Evans	PROPN	flat:name	Phil
et	CCONJ	cc	valet
du	ADP	case	valet
valet	NOUN	conj	situation
Frycollin	PROPN	nmod	valet
.	PUNCT	punct	fait
En	ADP	case	outre
outre	NOUN	obl:mod	point
,	PUNCT	punct	point
ne	ADV	advmod	point
point	VERB	advcl	jeté
savoir	VERB	xcomp	point
quels	ADJ	xcomp	savoir
sont	AUX	dep	quels
les	DET	det	auteurs
auteurs	NOUN	nsubj	quels
d'	ADP	case	pareil
un	DET	det	pareil
pareil	ADJ	amod	auteurs
rapt	ADJ	amod	pareil
,	PUNCT	punct	point
en	ADP	case	endroit
quel	DET	det	endroit
endroit	NOUN	nsubj:pass	jeté
on	PRON	nsubj:pass	jeté
a	AUX	aux:tense	jeté
été	AUX	aux:pass	jeté
jeté	VERB	ROOT	jeté
comme	ADP	case	simples
de	DET	det	simples
simples	NOUN	obl:mod	jeté
colis	NUM	acl	simples
dans	ADP	case	wagon
un	DET	det	wagon
wagon	NOUN	obl:mod	jeté
de	ADP	case	bagages
bagages	NOUN	nmod	wagon
,	PUNCT	punct	jeté
ignorer	VERB	xcomp	jeté
où	ADV	iobj	est
l'	PRON	nsubj	est
on	PRON	nsubj	est
est	VERB	ccomp	ignorer
,	PUNCT	punct	est
à	ADP	case	sort
quel	DET	det	sort
sort	NOUN	obl:mod	réservé
on	PRON	nsubj:pass	réservé
est	AUX	aux:pass	réservé
réservé	VERB	ccomp	est
,	PUNCT	punct	avait
il	PRON	expl:subj	avait
y	PRON	expl:comp	avait
avait	VERB	advcl	réservé
là	ADV	advmod	avait
de	ADP	case	quoi
quoi	PRON	dep	exaspérer
exaspérer	VERB	ccomp	avait
les	DET	det	patients
plus	ADV	advmod	patients
patients	NOUN	obj	exaspérer
dé	PRON	acl	patients
l'	DET	det	espèce
espèce	NOUN	nsubj	dé
ovine	ADJ	amod	espèce
,	PUNCT	punct	patients
et	CCONJ	cc	sait
l'	PRON	nsubj	sait
on	PRON	nsubj	sait
sait	VERB	conj	réservé
que	SCONJ	mark	moutons
les	DET	det	membres
membres	NOUN	nsubj	moutons
du	ADP	case	Weldon
Weldon	PROPN	nmod	membres
-	PROPN	nmod	membres
Institute	PROPN	nmod	membres
ne	ADV	advmod	moutons
sont	AUX	cop	moutons
pas	ADV	advmod	précisément
précisément	ADV	advmod	moutons
des	DET	det	moutons
moutons	NOUN	ccomp	sait
pour	ADP	case	patience
la	DET	det	patience
patience	NOUN	obl:mod	moutons
.	PUNCT	punct	jeté
Etant	VERB	nsubj	donné
donné	VERB	advcl	imagine
sa	DET	det	violence
violence	NOUN	obj	donné
de	ADP	case	caractère
caractère	NOUN	nmod	violence
,	PUNCT	punct	imagine
on	PRON	nsubj	imagine
imagine	VERB	ROOT	imagine
aisément	VERB	xcomp	imagine
dans	ADP	case	état
quel	DET	det	état
état	NOUN	obl:mod	aisément
Uncle	PROPN	appos	état
Prudent	PROPN	flat:name	Uncle
devait	VERB	parataxis	imagine
être	AUX	xcomp	devait
.	PUNCT	punct	imagine
En	ADP	case	cas
tout	DET	det	cas
cas	NOUN	nmod	Phil
,	PUNCT	punct	Phil
Phil	PROPN	ROOT	Phil
Evans	PROPN	flat:name	Phil
et	CCONJ	cc	devaient
lui	PRON	iobj	devaient
devaient	VERB	conj	Phil
penser	VERB	xcomp	devaient
qu'	SCONJ	mark	difficile
il	PRON	expl:subj	difficile
leur	PRON	iobj	difficile
serait	AUX	cop	difficile
difficile	ADJ	ccomp	penser
de	ADP	mark	prendre
prendre	VERB	acl	difficile
place	NOUN	obj	prendre
,	PUNCT	punct	difficile
le	DET	det	lendemain
lendemain	NOUN	obl:mod	difficile
soir	NOUN	amod	lendemain
,	PUNCT	punct	difficile
au	ADP	case	bureau
bureau	NOUN	obl:mod	difficile
du	ADP	case	club
club	NOUN	nmod	bureau
.	PUNCT	punct	Phil
Quant	ADV	case	Frycollin
à	ADP	fixed	Quant
Frycollin	PROPN	ROOT	Frycollin
,	PUNCT	punct	Frycollin
yeux	NOUN	conj	Frycollin
fermés	NOUN	obl:mod	impossible
,	PUNCT	punct	bouche
bouche	NOUN	conj	fermés
close	NOUN	amod	fermés
,	PUNCT	punct	impossible
il	PRON	expl:subj	impossible
lui	PRON	iobj	impossible
était	AUX	cop	impossible
impossible	ADJ	ROOT	impossible
de	ADP	mark	songer
songer	VERB	xcomp	impossible
à	ADP	case	quoi
quoi	PRON	obl:arg	songer
que	SCONJ	mark	fût
ce	DET	det	fût
fût	ADJ	dep	quoi
.	PUNCT	punct	impossible
Il	PRON	expl:subj	mort
était	AUX	cop	mort
plus	ADV	advmod	mort
mort	NOUN	ROOT	mort
que	SCONJ	mark	vif
vif	ADV	dep	mort
.	PUNCT	punct	mort
Pendant	ADP	case	heure
une	DET	det	heure
heure	NOUN	obl:mod	modifia
,	PUNCT	punct	modifia
la	DET	det	situation
situation	NOUN	nsubj	modifia
des	ADP	case	prisonniers
prisonniers	NOUN	nmod	situation
ne	ADV	advmod	modifia
se	PRON	expl:pass	modifia
modifia	VERB	ROOT	modifia
pas	ADV	advmod	modifia
.	PUNCT	punct	modifia
Personne	NOUN	nsubj	vint
ne	ADV	advmod	vint
vint	VERB	ROOT	vint
les	PRON	obj	visiter
visiter	VERB	xcomp	vint
ni	CCONJ	cc	rendre
leur	PRON	obj	rendre
rendre	VERB	conj	visiter
la	DET	det	liberté
liberté	NOUN	obj	rendre
de	ADP	case	mouvement
mouvement	NOUN	nmod	liberté
et	CCONJ	cc	parole
de	ADP	case	parole
parole	NOUN	conj	mouvement
,	PUNCT	punct	rendre
dont	PRON	iobj	eu
ils	PRON	nsubj	eu
auraient	AUX	aux:tense	eu
eu	VERB	acl:relcl	visiter
si	ADV	advmod	besoin
grand	ADJ	amod	besoin
besoin	NOUN	obj	eu
.	PUNCT	punct	vint
Ils	PRON	nsubj:pass	réduits
étaient	AUX	aux:pass	réduits
réduits	VERB	ROOT	réduits
à	ADP	case	soupirs
des	DET	det	soupirs
soupirs	NOUN	obl:arg	réduits
étouffés	NOUN	amod	soupirs
,	PUNCT	punct	réduits
à	ADP	case	heins
des	DET	det	heins
"	PUNCT	punct	heins
heins	NOUN	obl:arg	réduits
!	PUNCT	punct	réduits
"	PUNCT	punct	réduits
poussés	VERB	advcl	réduits
à	ADP	case	bâillons
travers	NOUN	fixed	à
leurs	DET	det	bâillons
bâillons	NOUN	obl:mod	poussés
,	PUNCT	punct	poussés
à	ADP	case	soubresauts
des	DET	det	soubresauts
soubresauts	NOUN	obl:mod	poussés
de	ADP	case	carpes
carpes	NOUN	nmod	soubresauts
qui	PRON	nsubj	pâment
se	PRON	expl:comp	pâment
pâment	VERB	acl:relcl	carpes
hors	ADP	case	bassin
de	ADP	case	bassin
leur	DET	det	bassin
bassin	NOUN	obl:arg	pâment
natal	ADJ	amod	bassin
.	PUNCT	punct	réduits
Ce	PRON	ROOT	Ce
que	PRON	obj	indiquait
cela	PRON	nsubj	indiquait
indiquait	VERB	acl:relcl	Ce
de	ADP	case	colère
colère	NOUN	xcomp	indiquait
muette	ADJ	amod	colère
,	PUNCT	punct	Ce
de	ADP	det	fureur
fureur	NOUN	nmod	Ce
rentrée	VERB	acl	fureur
ou	CCONJ	cc	ficelée
plutôt	ADV	advmod	ficelée
ficelée	VERB	conj	rentrée
,	PUNCT	punct	comprend
on	PRON	nsubj	comprend
le	PRON	det	comprend
comprend	NOUN	conj	Ce
de	ADP	case	reste
reste	NOUN	nmod	comprend
.	PUNCT	punct	Ce
Puis	CCONJ	cc	demeurèrent
,	PUNCT	punct	demeurèrent
après	ADP	case	efforts
ces	DET	det	efforts
infructueux	NUM	amod	efforts
efforts	NOUN	obl:mod	demeurèrent
,	PUNCT	punct	demeurèrent
ils	PRON	nsubj	demeurèrent
demeurèrent	VERB	ROOT	demeurèrent
quelque	ADJ	advmod	temps
temps	NOUN	dep	demeurèrent
inertes	ADJ	amod	temps
.	PUNCT	punct	demeurèrent
Et	CCONJ	cc	essayèrent
alors	ADV	advmod	essayèrent
,	PUNCT	punct	essayèrent
puisque	SCONJ	mark	manquait
le	DET	det	sens
sens	NOUN	nsubj	manquait
de	ADP	case	vue
la	DET	det	vue
vue	NOUN	nmod	sens
leur	PRON	obj	manquait
manquait	NOUN	advcl	essayèrent
,	PUNCT	punct	essayèrent
ils	PRON	nsubj	essayèrent
s'	PRON	expl:comp	essayèrent
essayèrent	VERB	ROOT	essayèrent
à	ADP	mark	tirer
tirer	VERB	xcomp	essayèrent
,	PUNCT	punct	essayèrent
par	ADP	case	sens
le	DET	det	sens
sens	NOUN	obl:mod	essayèrent
de	ADP	case	ouïe
l'	DET	det	ouïe
ouïe	NOUN	nmod	sens
,	PUNCT	punct	indice
quelque	DET	det	indice
indice	NOUN	conj	sens
de	ADP	case	ce
ce	PRON	nmod	indice
qu'	PRON	obj	inquiétant
était	AUX	nsubj	inquiétant
cet	DET	det	inquiétant
inquiétant	ADJ	acl:relcl	ce
état	VERB	amod	inquiétant
