Text	POS	Dep	Head
scènes	NOUN	obj	amené
désagréables	ADJ	amod	scènes
entre	ADP	case	quelques-uns
quelques-uns	PRON	obl:arg	amené
de	ADP	case	officiers
ses	DET	det	officiers
officiers	NOUN	nmod	quelques-uns
et	CCONJ	cc	lui
lui	PRON	conj	officiers
.	PUNCT	punct	amené
Cependant	ADV	advmod	lever
,	PUNCT	punct	lever
la	DET	det	tranquillité
tranquillité	NOUN	dep	,
qui	PRON	nsubj	régnait
régnait	VERB	acl:relcl	tranquillité
à	ADP	case	bord
bord	NOUN	obl:mod	régnait
de	ADP	case	Bounty
la	DET	det	Bounty
Bounty	PROPN	obl:arg	régnait
,	PUNCT	punct	tranquillité
au	ADP	case	lever
lever	VERB	advcl	faisait
du	ADP	case	soleil
soleil	NOUN	obl:arg	lever
,	PUNCT	punct	faisait
le	DET	det	28
28	NUM	obl:mod	faisait
avril	NOUN	nmod	28
1789	NUM	nmod	avril
,	PUNCT	punct	faisait
ne	ADV	advmod	faisait
faisait	VERB	ROOT	faisait
rien	PRON	det	présager
présager	NOUN	obj	faisait
des	DET	det	événements
graves	ADJ	amod	événements
événements	NOUN	obj	présager
qui	PRON	nsubj	allaient
allaient	VERB	acl:relcl	événements
se	PRON	expl:comp	produire
produire	VERB	xcomp	allaient
.	PUNCT	punct	faisait
   	SPACE	ROOT	   
Tout	ADJ	amod	semblait
semblait	NOUN	ROOT	semblait
calme	ADJ	amod	semblait
,	PUNCT	punct	semblait
en	ADP	case	effet
effet	NOUN	nmod	semblait
,	PUNCT	punct	semblait
lorsque	SCONJ	mark	propage
tout	ADV	advmod	animation
à	ADP	case	coup
coup	NOUN	obl:arg	tout
une	DET	det	animation
animation	NOUN	nsubj	propage
insolite	VERB	acl	animation
se	PRON	expl:comp	propage
propage	VERB	advcl	semblait
sur	ADP	case	bâtiment
le	DET	det	bâtiment
bâtiment	NOUN	obl:mod	propage
.	PUNCT	punct	semblait
Quelques	DET	det	matelots
matelots	NOUN	nsubj	accostent
s'	PRON	expl:comp	accostent
accostent	VERB	ROOT	accostent
,	PUNCT	punct	accostent
échangent	ADV	advmod	accostent
deux	NUM	nummod	échangent
ou	CCONJ	cc	paroles
trois	NUM	nummod	paroles
paroles	NOUN	conj	accostent
à	ADP	case	voix
voix	NOUN	nmod	paroles
basse	ADJ	amod	voix
,	PUNCT	punct	paroles
puis	CCONJ	cc	disparaissent
disparaissent	VERB	conj	accostent
à	ADP	case	petits
petits	ADJ	xcomp	disparaissent
pas	ADV	advmod	petits
.	PUNCT	punct	accostent
   	SPACE	ROOT	   
Est	PROPN	ROOT	Est
-ce	PRON	dep	Est
le	DET	det	quart
quart	NOUN	ROOT	quart
du	ADP	case	matin
matin	NOUN	nmod	quart
qu'	PRON	obj	relève
on	PRON	nsubj	relève
relève	VERB	acl:relcl	quart
?	PUNCT	punct	quart
Quelque	DET	det	accident
accident	NOUN	nsubj	produit
inopiné	VERB	acl	accident
s'	PRON	expl:comp	produit
est	AUX	aux:tense	produit
-il	PRON	expl:subj	produit
produit	VERB	ROOT	produit
à	ADP	case	bord
bord	NOUN	obl:mod	produit
?	PUNCT	punct	produit
"	PUNCT	punct	dit
Pas	ADV	advmod	dit
de	ADP	case	bruit
bruit	NOUN	obl:arg	Pas
surtout	ADV	advmod	bruit
,	PUNCT	punct	amis
mes	DET	det	amis
amis	NOUN	nmod	bruit
,	PUNCT	punct	dit
dit	VERB	ROOT	dit
Fletcher	PROPN	xcomp	dit
Christian	PROPN	flat:name	Fletcher
,	PUNCT	punct	dit
le	DET	det	second
second	NOUN	obj	dit
de	ADP	case	Bounty
la	DET	det	Bounty
Bounty	PROPN	nmod	second
.	PUNCT	punct	dit
Bob	INTJ	nsubj	armez
,	PUNCT	punct	armez
armez	VERB	ROOT	armez
votre	DET	det	pistolet
pistolet	NOUN	obj	armez
,	PUNCT	punct	armez
mais	CCONJ	cc	tirez
ne	ADV	advmod	tirez
tirez	VERB	conj	armez
pas	ADV	advmod	tirez
sans	ADP	case	ordre
mon	DET	det	ordre
ordre	NOUN	obl:mod	tirez
.	PUNCT	punct	armez
Vous	PRON	nsubj	prenez
,	PUNCT	punct	prenez
Churchill	PROPN	nsubj	prenez
,	PUNCT	punct	prenez
prenez	VERB	ROOT	prenez
votre	DET	det	hache
hache	NOUN	obj	prenez
et	CCONJ	cc	faites
faites	ADJ	conj	hache
sauter	VERB	xcomp	faites
la	DET	det	serrure
serrure	NOUN	obj	sauter
de	ADP	case	cabine
la	DET	det	cabine
cabine	NOUN	nmod	serrure
du	ADP	case	capitaine
capitaine	NOUN	nmod	cabine
.	PUNCT	punct	prenez
Une	DET	det	recommandation
dernière	ADJ	amod	recommandation
recommandation	NOUN	ROOT	recommandation
 	SPACE	dep	recommandation
il	PRON	expl:subj	faut
me	PRON	iobj	faut
le	PRON	det	faut
faut	NOUN	parataxis	recommandation
vivant	ADJ	amod	faut
!	PUNCT	punct	recommandation
"	PUNCT	ROOT	"
   	SPACE	ROOT	   
Suivi	VERB	advcl	glissa
d'	ADP	case	dizaine
une	DET	det	dizaine
dizaine	NOUN	obl:agent	Suivi
de	ADP	case	armés
matelots	ADJ	amod	armés
armés	VERB	nmod	dizaine
de	ADP	case	sabres
sabres	NOUN	nmod	armés
,	PUNCT	punct	coutelas
de	ADP	case	coutelas
coutelas	PRON	conj	armés
et	CCONJ	cc	pistolets
de	ADP	case	pistolets
pistolets	NOUN	conj	armés
,	PUNCT	punct	glissa
Christian	PROPN	nsubj	glissa
se	PRON	expl:comp	glissa
glissa	VERB	ROOT	glissa
dans	ADP	case	entrepont
l'	DET	det	entrepont
entrepont	NOUN	obl:arg	glissa
;	PUNCT	punct	glissa
puis	CCONJ	cc	placé
,	PUNCT	punct	placé
après	ADP	mark	placé
avoir	AUX	aux:tense	placé
placé	VERB	ROOT	placé
deux	NUM	nummod	sentinelles
sentinelles	NOUN	obj	placé
devant	ADP	case	cabine
la	DET	det	cabine
cabine	NOUN	nmod	sentinelles
de	ADP	case	Stewart
Stewart	PROPN	nmod	cabine
et	CCONJ	cc	Peter
de	ADP	case	Peter
Peter	PROPN	conj	Stewart
Heywood	PROPN	flat:name	Peter
,	PUNCT	punct	sentinelles
le	DET	det	maître
maître	NOUN	nsubj	arrêta
d'	ADP	case	équipage
équipage	NOUN	nmod	maître
et	CCONJ	cc	midshipman
le	DET	det	midshipman
midshipman	NOUN	conj	maître
de	ADP	case	Bounty
la	DET	det	Bounty
Bounty	PROPN	nmod	midshipman
,	PUNCT	punct	arrêta
il	PRON	expl:subj	arrêta
s'	PRON	expl:comp	arrêta
arrêta	VERB	acl:relcl	sentinelles
devant	ADP	case	porte
la	DET	det	porte
porte	NOUN	obl:arg	arrêta
du	ADP	case	capitaine
capitaine	NOUN	nmod	porte
.	PUNCT	punct	placé
  	SPACE	ROOT	  
"	PUNCT	punct	Allons
Allons	PROPN	ROOT	Allons
,	PUNCT	punct	Allons
garçons	NOUN	amod	Allons
,	PUNCT	punct	dit
dit	VERB	parataxis	Allons
-il	PRON	dep	dit
,	PUNCT	punct	Allons
un	DET	det	coup
bon	ADJ	amod	coup
coup	NOUN	nmod	Allons
d'	ADP	case	épaule
épaule	NOUN	nmod	coup
!	PUNCT	punct	Allons
"	PUNCT	ROOT	"
  	SPACE	ROOT	  
La	DET	det	porte
porte	VERB	ROOT	porte
céda	ADJ	amod	porte
sous	ADP	case	pression
une	DET	det	pression
pression	NOUN	nmod	porte
vigoureuse	ADJ	amod	pression
,	PUNCT	punct	porte
et	CCONJ	cc	précipitèrent
les	DET	det	matelots
matelots	NOUN	nsubj	précipitèrent
se	PRON	expl:comp	précipitèrent
précipitèrent	VERB	conj	porte
dans	ADP	case	cabine
la	DET	det	cabine
cabine	NOUN	obl:arg	précipitèrent
.	PUNCT	punct	porte
  	SPACE	ROOT	  
Surpris	NOUN	nsubj	eurent
d'	ADP	case	obscurité
abord	ADV	fixed	d'
par	ADP	case	obscurité
l'	DET	det	obscurité
obscurité	NOUN	nmod	Surpris
,	PUNCT	punct	Surpris
et	CCONJ	cc	réfléchissant
réfléchissant	VERB	conj	Surpris
peut-être	ADV	advmod	réfléchissant
à	ADP	case	gravité
la	DET	det	gravité
gravité	NOUN	obl:arg	réfléchissant
de	ADP	case	actes
leurs	DET	det	actes
actes	NOUN	nmod	gravité
,	PUNCT	punct	eurent
ils	PRON	nsubj	eurent
eurent	VERB	ROOT	eurent
un	DET	det	moment
moment	NOUN	obj	eurent
d'	ADP	case	hésitation
hésitation	NOUN	nmod	moment
.	PUNCT	punct	eurent
  	SPACE	ROOT	  
"	PUNCT	punct	Holà
Holà	NOUN	ROOT	Holà
!	PUNCT	punct	Holà
qu'	PRON	obj	-il
y	PRON	expl:comp	-il
a	AUX	aux:tense	-il
-t	PRON	dep	a
-il	PRON	ROOT	-il
?	PUNCT	punct	-il
Qui	PRON	nsubj	ose
donc	ADV	advmod	ose
ose	NOUN	ROOT	ose
se	PRON	obj	permettre
permettre	VERB	xcomp	ose
?	PUNCT	punct	ose
...	PUNCT	punct	écria
s'	PRON	expl:comp	écria
écria	VERB	ROOT	écria
le	DET	det	capitaine
capitaine	NOUN	obj	écria
en	ADP	mark	sautant
sautant	VERB	acl	capitaine
à	ADP	case	bas
bas	NOUN	obl:arg	sautant
de	ADP	case	cadre
son	DET	det	cadre
cadre	NOUN	obl:arg	sautant
.	PUNCT	punct	écria
  	SPACE	ROOT	  
--	PUNCT	punct	Silence
Silence	PROPN	ROOT	Silence
,	PUNCT	punct	Bligh
Bligh	PROPN	conj	Silence
!	PUNCT	punct	Silence
répondit	NOUN	ROOT	répondit
Churchill	PROPN	nmod	répondit
.	PUNCT	punct	répondit
Silence	PROPN	nsubj	bâillonne
,	PUNCT	punct	Silence
et	CCONJ	cc	essaye
n'	ADV	advmod	essaye
essaye	VERB	conj	Silence
pas	ADV	advmod	essaye
de	ADP	mark	résister
résister	VERB	xcomp	essaye
,	PUNCT	punct	essaye
ou	CCONJ	cc	te
je	PRON	nsubj	te
te	VERB	nsubj	bâillonne
bâillonne	ADJ	ROOT	bâillonne
!	PUNCT	punct	bâillonne
  	SPACE	ROOT	  
--	PUNCT	ROOT	--
Inutile	PRON	dep	--
de	ADP	mark	habiller
t'	AUX	det	habiller
habiller	VERB	nmod	--
,	PUNCT	punct	habiller
ajouta	ADJ	amod	habiller
Bob	PROPN	appos	habiller
.	PUNCT	punct	--
Tu	ADV	amod	feras
feras	NOUN	ROOT	feras
toujours	ADV	advmod	bonne
assez	ADV	advmod	bonne
bonne	ADJ	amod	figure
figure	NOUN	advmod	feras
,	PUNCT	punct	feras
lorsque	SCONJ	mark	seras
tu	DET	case	seras
seras	NOUN	nmod	feras
pendu	VERB	acl	seras
à	ADP	case	vergue
la	DET	det	vergue
vergue	NOUN	obl:arg	pendu
d'	ADP	case	artimon
artimon	NOUN	nmod	vergue
!	PUNCT	punct	feras
  	SPACE	ROOT	  
--	PUNCT	ROOT	--
Attachez	PROPN	ROOT	Attachez
-	PROPN	ROOT	-
lui	PRON	obl:mod	dit
les	DET	det	mains
mains	NOUN	dep	lui
derrière	ADP	case	dos
le	DET	det	dos
dos	NOUN	nmod	mains
,	PUNCT	punct	ChurchilI
ChurchilI	NOUN	conj	dos
,	PUNCT	punct	dit
dit	VERB	ROOT	dit
Christian	PROPN	nsubj	dit
,	PUNCT	punct	dit
et	CCONJ	cc	hissez
hissez	NOUN	conj	dit
-	NOUN	obl:mod	dit
le	DET	det	pont
sur	ADP	case	pont
le	DET	det	pont
pont	NOUN	obl:mod	dit
!	PUNCT	punct	dit
  	SPACE	ROOT	  
--Le	ADP	ROOT	--Le
plus	ADV	advmod	terrible
terrible	ADJ	ROOT	terrible
des	DET	det	capitaines
capitaines	NOUN	dep	terrible
n'	ADV	advmod	redoutable
est	AUX	cop	redoutable
pas	ADV	advmod	bien
bien	ADV	advmod	redoutable
redoutable	ADJ	amod	capitaines
,	PUNCT	punct	terrible
quand	SCONJ	mark	sait
on	PRON	nsubj	sait
sait	VERB	advcl	terrible
s'	PRON	expl:comp	prendre
y	PRON	iobj	prendre
prendre	VERB	xcomp	sait
,	PUNCT	punct	observer
"	PUNCT	punct	observer
fit	VERB	dep	observer
observer	VERB	xcomp	prendre
John	PROPN	obj	observer
Smith	PROPN	flat:name	John
,	PUNCT	punct	observer
le	DET	det	philosophe
philosophe	NOUN	obj	observer
de	ADP	case	bande
la	DET	det	bande
bande	PROPN	nmod	philosophe
.	PUNCT	ROOT	.
  	SPACE	ROOT	  
Puis	CCONJ	cc	cortège
le	DET	det	cortège
cortège	NOUN	ROOT	cortège
,	PUNCT	punct	cortège
sans	ADP	mark	inquiéter
s'	PRON	expl:comp	inquiéter
inquiéter	VERB	advcl	endormis
de	ADP	mark	réveiller
réveiller	VERB	obl:arg	inquiéter
ou	CCONJ	cc	matelots
non	ADV	advmod	matelots
les	DET	det	matelots
matelots	NOUN	conj	réveiller
du	ADP	case	quart
dernier	ADJ	amod	quart
quart	NOUN	nmod	matelots
,	PUNCT	punct	endormis
encore	ADV	advmod	endormis
endormis	VERB	acl	cortège
,	PUNCT	punct	endormis
remonta	VERB	advcl	endormis
l'	DET	det	escalier
escalier	NOUN	obj	remonta
et	CCONJ	cc	reparut
reparut	NOUN	conj	remonta
sur	ADP	case	pont
le	DET	det	pont
pont	NOUN	obl:mod	remonta
.	PUNCT	punct	cortège
  	SPACE	ROOT	  
C'	PRON	nsubj	révolte
était	AUX	cop	révolte
une	DET	det	révolte
révolte	NOUN	ROOT	révolte
en	ADP	case	règle
règle	NOUN	nmod	révolte
.	PUNCT	punct	révolte
Seul	ADJ	advmod	fait
de	ADP	case	officiers
tous	ADJ	amod	officiers
les	DET	det	officiers
officiers	NOUN	obl:arg	Seul
du	ADP	case	bord
bord	NOUN	nmod	officiers
,	PUNCT	punct	Young
Young	PROPN	conj	officiers
,	PUNCT	punct	fait
un	PRON	obl:mod	fait
des	ADP	case	midshipmen
midshipmen	NOUN	nmod	un
,	PUNCT	punct	fait
avait	AUX	aux:tense	fait
fait	VERB	ROOT	fait
cause	NOUN	obj	fait
commune	ADJ	amod	cause
avec	ADP	case	révoltés
les	DET	det	révoltés
révoltés	NOUN	obl:mod	fait
.	PUNCT	punct	fait
  	SPACE	ROOT	  
Quant	ADV	case	hommes
aux	DET	det	hommes
hommes	NOUN	obl:mod	dû
de	ADP	case	équipage
l'	DET	det	équipage
équipage	NOUN	nmod	hommes
,	PUNCT	punct	dû
les	DET	det	hésitants
hésitants	NOUN	nsubj	dû
avaient	AUX	aux:tense	dû
dû	VERB	ROOT	dû
céder	VERB	xcomp	dû
pour	ADP	case	instant
l'	DET	det	instant
instant	NOUN	obl:mod	céder
,	PUNCT	punct	dû
tandis	ADV	dep	dû
que	SCONJ	fixed	tandis
les	DET	det	autres
autres	ADJ	dep	tandis
,	PUNCT	punct	autres
sans	ADP	case	armes
armes	NOUN	nmod	autres
,	PUNCT	punct	autres
sans	ADP	case	chef
chef	NOUN	nmod	autres
,	PUNCT	punct	chef
restaient	NOUN	appos	chef
spectateurs	ADJ	amod	restaient
du	ADP	case	drame
drame	NOUN	nmod	restaient
qui	PRON	nsubj	allait
allait	VERB	acl:relcl	drame
s'	PRON	expl:comp	accomplir
accomplir	VERB	xcomp	allait
sous	ADP	case	yeux
leurs	DET	det	yeux
yeux	NOUN	obl:mod	accomplir
.	PUNCT	punct	dû
  	SPACE	ROOT	  
Tous	ADJ	nsubj	étaient
étaient	AUX	cop	rangés
sur	ADP	case	pont
le	DET	det	pont
pont	NOUN	obl:mod	rangés
,	PUNCT	punct	pont
rangés	ADJ	ROOT	rangés
en	ADP	case	silence
silence	NOUN	obl:arg	rangés
;	PUNCT	punct	rangés
ils	PRON	nsubj	observaient
observaient	VERB	ROOT	observaient
la	DET	det	contenance
contenance	NOUN	obj	observaient
de	ADP	case	capitaine
leur	DET	det	capitaine
capitaine	NOUN	nmod	contenance
,	PUNCT	punct	capitaine
qui	PRON	nsubj	demi-nu
,	PUNCT	punct	demi-nu
demi-nu	NOUN	acl:relcl	capitaine
,	PUNCT	punct	avançait
s'	PRON	expl:comp	avançait
avançait	VERB	ROOT	avançait
la	DET	det	tête
tête	NOUN	obj	avançait
haute	NOUN	xcomp	avançait
au	ADP	case	milieu
milieu	NOUN	nmod	haute
de	ADP	case	hommes
ces	DET	det	hommes
hommes	NOUN	nmod	milieu
habitués	VERB	acl	haute
à	ADP	case	trembler
trembler	VERB	xcomp	habitués
devant	ADP	case	lui
lui	PRON	nmod	trembler
.	PUNCT	punct	avançait
  	SPACE	ROOT	  
